time	V(N002,VDD)*Id(M1)+V(N002,VDD)*Ig(M1)	V(N003,VDD)*Id(M2)+V(N002,VDD)*Ig(M2)	V(N003,VDD)*Id(M3)+V(N001,VDD)*Ig(M3)	V(N001,VDD)*Id(M5)+V(N003,VDD)*Ig(M5)	V(Vout,VDD)*Id(M7)+V(N001,VDD)*Ig(M7)	V(Vout)*Id(M8)+V(N001)*Ig(M8)	V(N001)*Id(M6)+V(N003)*Ig(M6)	V(N003)*Id(M4)+V(Vout)*Ig(M4)	V(N003)*I(C1)	V(Vout)*I(C2)
3.288103711713849e-06	1.117492e-07	7.544617e-08	1.153888e-07	1.400868e-08	-2.150174e-09	-7.793279e-10	-1.474091e-09	7.941813e-08	-2.319714e-09	3.512368e-11
3.297869336713849e-06	1.121496e-07	9.316363e-08	6.911309e-08	3.848677e-08	-7.965006e-09	-1.941423e-09	-5.334352e-10	3.546930e-08	-1.375829e-09	2.485345e-09
3.307634961713849e-06	1.098478e-07	1.074939e-07	2.172616e-09	4.645797e-08	-1.124761e-08	4.070295e-09	4.019237e-09	8.239779e-09	3.623085e-11	8.633853e-09
3.308855664838849e-06	1.097577e-07	1.082678e-07	-7.969490e-10	4.236404e-08	-1.020120e-08	8.228087e-09	4.759507e-09	6.706878e-09	2.692845e-11	7.466975e-09
3.311297071088849e-06	1.095392e-07	1.070943e-07	1.480052e-09	2.778932e-08	-6.943246e-09	3.667639e-08	4.896439e-09	-1.682015e-09	4.765837e-11	-7.839766e-09
3.316179883588849e-06	1.064174e-07	9.763848e-08	-1.301759e-09	-2.181802e-09	-5.382560e-11	1.118721e-07	-4.312389e-10	-2.650526e-08	1.393278e-09	-5.078937e-08
3.317080512651733e-06	1.053737e-07	9.371350e-08	-2.641089e-09	-6.342532e-09	1.518202e-09	1.136146e-07	-1.669555e-09	-2.699272e-08	2.325258e-09	-5.283140e-08
3.318881770777500e-06	1.037586e-07	8.339074e-08	-4.067250e-09	-9.992129e-09	4.436711e-09	9.190445e-08	-2.328697e-09	-2.010022e-08	5.174635e-09	-4.290585e-08
3.322484287029036e-06	1.029772e-07	6.448050e-08	-3.699940e-09	-9.406602e-09	6.466383e-09	4.258588e-08	1.481828e-09	-4.874275e-09	1.074550e-08	-1.759924e-08
3.329689319532108e-06	1.038391e-07	3.232314e-08	-1.125427e-09	-4.420745e-09	5.352522e-10	-2.258992e-09	3.620557e-08	4.558588e-09	1.755538e-08	-7.779401e-10
3.337252801116411e-06	1.065143e-07	1.043081e-08	7.636675e-09	2.372476e-09	2.027249e-08	-1.121517e-08	5.298549e-08	1.337203e-09	1.247627e-08	2.923473e-10
3.347018426116411e-06	1.094005e-07	1.373619e-09	9.707527e-09	3.830013e-09	5.331266e-08	7.347759e-10	1.330572e-08	2.649869e-08	1.886095e-09	1.053738e-08
3.356784051116411e-06	1.132321e-07	3.157168e-09	6.535770e-09	-1.687374e-09	1.979903e-08	4.649179e-09	-6.866909e-09	1.373240e-07	-1.365381e-08	2.080118e-08
3.366549676116411e-06	1.180669e-07	3.884508e-08	7.618780e-08	2.124770e-09	3.983120e-09	-6.272344e-10	-8.743651e-09	1.913014e-07	-1.940179e-08	-1.331170e-08
3.367770379241411e-06	1.166416e-07	4.484970e-08	8.976971e-08	2.318408e-09	3.071919e-09	-6.093459e-10	-6.450568e-09	1.784783e-07	-1.432956e-08	-1.131972e-08
3.370211785491411e-06	1.125243e-07	4.979949e-08	1.042537e-07	1.407157e-09	8.384070e-10	2.125125e-10	-2.131161e-09	1.547527e-07	-4.527856e-09	-8.694735e-10
3.375094597991411e-06	1.108487e-07	5.427291e-08	1.156669e-07	1.537915e-09	6.662863e-11	5.989217e-11	-9.120890e-10	1.400362e-07	-1.830372e-09	3.167910e-10
3.384860222991411e-06	1.106315e-07	6.005528e-08	1.235950e-07	2.508407e-09	-2.667126e-10	-9.505515e-11	-6.818138e-10	1.224400e-07	-1.258643e-09	-1.058461e-11
3.394625847991411e-06	1.108570e-07	6.657819e-08	1.260615e-07	4.731305e-09	-5.374756e-10	-1.910213e-10	-8.546024e-10	1.034746e-07	-1.464045e-09	2.831722e-12
3.404391472991411e-06	1.119929e-07	7.960189e-08	1.062336e-07	2.022695e-08	-3.548080e-09	-1.266325e-09	-1.533846e-09	6.801141e-08	-2.309153e-09	2.931065e-10
3.414157097991411e-06	1.119509e-07	9.742976e-08	4.924468e-08	4.350667e-08	-9.378250e-09	-2.561424e-10	3.603954e-10	2.546326e-08	-9.530843e-10	2.441830e-09
3.423922722991411e-06	1.083085e-07	9.569592e-08	6.426228e-09	2.358998e-08	-6.750916e-09	4.303008e-08	2.268829e-09	1.865893e-09	8.335056e-10	-1.540734e-08
3.433688347991411e-06	1.044376e-07	6.484948e-08	-2.053441e-09	-3.232069e-09	2.574425e-09	4.893829e-08	5.322249e-09	2.861090e-10	8.575623e-09	-2.011028e-08
3.443453972991411e-06	1.048047e-07	2.796280e-08	1.507426e-09	-2.557796e-09	3.283284e-09	-1.633507e-09	4.259916e-08	4.422526e-09	1.534916e-08	-2.422930e-09
3.453219597991411e-06	1.076106e-07	5.868484e-09	1.091075e-08	4.440153e-09	3.562217e-08	-6.218256e-09	3.303322e-08	-2.759583e-10	8.769856e-09	8.589977e-10
3.462985222991411e-06	1.104233e-07	7.710911e-10	2.618173e-09	6.698445e-10	4.590278e-08	2.540026e-09	1.661848e-09	4.249576e-08	-2.614013e-09	1.400054e-08
3.472750847991411e-06	1.155616e-07	7.050311e-09	1.208858e-08	1.003389e-09	1.597873e-08	5.908407e-09	-6.473659e-09	1.580255e-07	-2.404938e-08	1.029639e-08
3.473971551116411e-06	1.163105e-07	1.108304e-08	1.570894e-08	7.890307e-10	1.394383e-08	5.541909e-09	-7.884148e-09	1.742420e-07	-2.537772e-08	7.675587e-09
3.476412957366411e-06	1.167278e-07	2.267241e-08	2.879057e-08	3.333301e-11	8.375077e-09	3.519949e-09	-9.532523e-09	1.893240e-07	-2.196989e-08	6.496602e-09
3.481295769866411e-06	1.147843e-07	4.602297e-08	8.111549e-08	1.814789e-09	3.130674e-09	1.122940e-09	-4.851511e-09	1.615779e-07	-1.030345e-08	-1.023952e-10
3.482516472991411e-06	1.138279e-07	5.016530e-08	9.341234e-08	1.955391e-09	2.255914e-09	7.626203e-10	-3.582783e-09	1.517266e-07	-7.548841e-09	-4.839261e-10
3.484957879241411e-06	1.122191e-07	5.440415e-08	1.068207e-07	2.028582e-09	1.110342e-09	4.213018e-10	-2.006251e-09	1.390716e-07	-4.130202e-09	2.028237e-10
3.489840691741410e-06	1.110653e-07	5.930217e-08	1.193947e-07	2.512925e-09	1.313004e-10	6.207882e-11	-1.016602e-09	1.245767e-07	-1.965588e-09	1.240014e-10
3.499606316741410e-06	1.109040e-07	6.684454e-08	1.258294e-07	4.881667e-09	-5.360772e-10	-1.912857e-10	-8.845506e-10	1.027515e-07	-1.518754e-09	-2.636759e-12
3.509371941741410e-06	1.119796e-07	7.999305e-08	1.054311e-07	2.065377e-08	-3.670626e-09	-1.311522e-09	-1.512716e-09	6.682594e-08	-2.266208e-09	2.847764e-10
3.519137566741410e-06	1.119254e-07	9.765645e-08	4.781348e-08	4.359667e-08	-9.419949e-09	-7.149046e-12	4.257943e-10	2.485676e-08	-9.248693e-10	2.398472e-09
3.528903191741411e-06	1.083630e-07	9.610795e-08	6.056702e-09	2.330375e-08	-6.571950e-09	4.379964e-08	2.301155e-09	1.451222e-09	7.825689e-10	-1.572910e-08
3.538668816741411e-06	1.044897e-07	6.557439e-08	-2.056321e-09	-3.392785e-09	2.718544e-09	4.858817e-08	5.025958e-09	4.730265e-10	8.348422e-09	-1.987703e-08
3.548434441741411e-06	1.047394e-07	2.852178e-08	1.174629e-09	-2.762832e-09	2.745834e-09	-1.827934e-09	4.248782e-08	4.332119e-09	1.543218e-08	-2.294760e-09
3.558200066741411e-06	1.075729e-07	6.058382e-09	1.075426e-08	4.351559e-09	3.428471e-08	-6.582344e-09	3.422557e-08	-2.205198e-10	8.891874e-09	8.963266e-10
3.567965691741411e-06	1.103788e-07	8.196463e-10	3.224563e-09	9.055756e-10	4.611403e-08	2.538756e-09	2.222833e-09	4.309670e-08	-2.406671e-09	1.389291e-08
3.577731316741411e-06	1.155531e-07	6.645811e-09	1.213019e-08	7.971377e-10	1.612417e-08	6.138639e-09	-6.995194e-09	1.627208e-07	-2.394664e-08	1.151412e-08
3.578952019866411e-06	1.163573e-07	1.062244e-08	1.589562e-08	5.377359e-10	1.383978e-08	5.681327e-09	-8.505414e-09	1.798992e-07	-2.555288e-08	8.601843e-09
3.581393426116410e-06	1.168020e-07	2.231456e-08	2.979869e-08	-1.410678e-10	8.059330e-09	3.431055e-09	-9.858048e-09	1.947184e-07	-2.229595e-08	6.389058e-09
3.586276238616410e-06	1.145631e-07	4.549614e-08	8.266538e-08	1.642954e-09	2.844530e-09	1.027018e-09	-4.624671e-09	1.638813e-07	-9.795598e-09	-7.518558e-11
3.587496941741410e-06	1.135920e-07	4.948325e-08	9.458533e-08	1.759310e-09	2.011901e-09	6.867078e-10	-3.366900e-09	1.540721e-07	-7.081701e-09	-4.058532e-10
3.589938347991410e-06	1.120766e-07	5.344511e-08	1.070271e-07	1.823641e-09	9.874235e-10	3.751197e-10	-1.910304e-09	1.421578e-07	-3.943033e-09	1.820890e-10
3.594821160491410e-06	1.110019e-07	5.804721e-08	1.188251e-07	2.224532e-09	1.140901e-10	5.437757e-11	-9.777350e-10	1.283977e-07	-1.908742e-09	1.095139e-10
3.604586785491410e-06	1.107877e-07	6.484110e-08	1.257574e-07	3.980800e-09	-4.247803e-10	-1.510881e-10	-8.006355e-10	1.083870e-07	-1.398672e-09	-1.679570e-12
3.614352410491410e-06	1.118644e-07	7.686713e-08	1.119909e-07	1.631230e-08	-2.654810e-09	-9.611953e-10	-1.529625e-09	7.543628e-08	-2.363317e-09	8.871819e-11
3.624118035491410e-06	1.121084e-07	9.489327e-08	6.097089e-08	4.086298e-08	-8.589037e-09	-1.639139e-09	-2.248074e-10	3.144689e-08	-1.220751e-09	2.629984e-09
3.633883660491410e-06	1.092236e-07	1.073168e-07	1.921541e-09	4.094633e-08	-1.013817e-08	7.329861e-09	4.498819e-09	7.127909e-09	8.467559e-11	8.043874e-09
3.635104363616410e-06	1.092441e-07	1.079498e-07	1.133803e-10	3.635525e-08	-8.945229e-09	1.388996e-08	5.133385e-09	4.947253e-09	5.826300e-11	5.444091e-09
3.637545769866410e-06	1.091156e-07	1.058966e-07	1.854313e-09	2.176563e-08	-5.656833e-09	4.896110e-08	4.544487e-09	-5.273351e-09	1.182770e-10	-1.435812e-08
3.642428582366410e-06	1.061799e-07	9.014741e-08	-1.158315e-09	-9.589920e-10	1.310995e-09	8.638433e-08	1.731510e-10	-1.413236e-08	2.424485e-09	-3.798470e-08
3.649585687383930e-06	1.032217e-07	5.780482e-08	-3.096662e-09	-8.032167e-09	5.836794e-09	2.584841e-08	5.033597e-09	2.095910e-09	1.238160e-08	-8.969923e-09
3.656270266498021e-06	1.038057e-07	2.927416e-08	-1.155682e-09	-4.175066e-09	-1.703317e-09	-6.204138e-09	4.283204e-08	3.720198e-09	1.844653e-08	-4.656609e-11
3.663207201363964e-06	1.065724e-07	9.752958e-09	7.487185e-09	2.321640e-09	1.764455e-08	-1.380873e-08	5.899239e-08	7.602860e-10	1.232381e-08	1.073143e-09
3.672972826363964e-06	1.096112e-07	1.408681e-09	1.004805e-08	3.793489e-09	4.850048e-08	1.629114e-09	1.330888e-08	3.642280e-08	9.785212e-10	1.161978e-08
3.682738451363964e-06	1.132512e-07	4.640804e-09	8.856221e-09	-1.582521e-09	1.714426e-08	4.511928e-09	-6.767500e-09	1.511692e-07	-1.350318e-08	1.984330e-08
3.692504076363964e-06	1.172403e-07	3.926150e-08	8.088001e-08	1.861484e-09	3.514832e-09	-9.871716e-10	-7.618252e-09	1.905050e-07	-1.701709e-08	-1.118451e-08
3.693724779488964e-06	1.158756e-07	4.445913e-08	9.333624e-08	1.960712e-09	2.558506e-09	-9.088611e-10	-5.567978e-09	1.786662e-07	-1.246718e-08	-9.487901e-09
3.696166185738964e-06	1.121602e-07	4.867831e-08	1.050345e-07	1.156651e-09	4.958666e-10	9.782552e-11	-1.840676e-09	1.586160e-07	-3.937502e-09	-7.996209e-10
3.701048998238964e-06	1.107858e-07	5.273608e-08	1.144753e-07	1.307592e-09	-1.522060e-11	2.533415e-11	-8.764084e-10	1.450406e-07	-1.787667e-09	2.699662e-10
3.710814623238964e-06	1.106066e-07	5.827868e-08	1.221910e-07	2.124753e-09	-2.368910e-10	-8.423551e-11	-6.644554e-10	1.278413e-07	-1.257431e-09	-8.883666e-12
3.720580248238964e-06	1.107250e-07	6.407767e-08	1.257644e-07	3.675645e-09	-4.066957e-10	-1.437548e-10	-7.577660e-10	1.105617e-07	-1.328194e-09	4.839544e-12
3.730345873238964e-06	1.117527e-07	7.528474e-08	1.159434e-07	1.373110e-08	-2.077814e-09	-7.517013e-10	-1.472135e-09	8.000379e-08	-2.325754e-09	4.238212e-11
3.740111498238964e-06	1.121398e-07	9.295325e-08	7.033760e-08	3.815524e-08	-7.891427e-09	-1.982930e-09	-5.677015e-10	3.589584e-08	-1.388426e-09	2.348242e-09
3.749877123238964e-06	1.097109e-07	1.072846e-07	2.058074e-09	4.672620e-08	-1.137327e-08	3.727292e-09	3.948459e-09	8.371171e-09	5.875572e-11	8.607990e-09
3.751097826363964e-06	1.096465e-07	1.080932e-07	-1.036895e-09	4.276328e-08	-1.033724e-08	7.592216e-09	4.684254e-09	6.948840e-09	3.995920e-11	7.650666e-09
3.753539232613964e-06	1.095735e-07	1.071428e-07	1.378709e-09	2.856718e-08	-7.072756e-09	3.467330e-08	4.894740e-09	-1.049548e-09	4.176722e-11	-6.859573e-09
3.758422045113964e-06	1.065931e-07	9.826234e-08	-1.028506e-09	-1.282881e-09	-3.162449e-10	1.093642e-07	-1.437209e-10	-2.567245e-08	1.265088e-09	-4.923231e-08
3.759336260735065e-06	1.055245e-07	9.434160e-08	-2.400111e-09	-5.687653e-09	1.252094e-09	1.122752e-07	-1.443518e-09	-2.647338e-08	2.165621e-09	-5.191070e-08
3.761164691977268e-06	1.038248e-07	8.387653e-08	-3.979900e-09	-9.790321e-09	4.228783e-09	9.257030e-08	-2.276387e-09	-2.019320e-08	5.021274e-09	-4.316394e-08
3.764821554461674e-06	1.029872e-07	6.467120e-08	-3.699129e-09	-9.399172e-09	6.397477e-09	4.338629e-08	1.517162e-09	-5.095815e-09	1.067730e-08	-1.801131e-08
3.772135279430486e-06	1.038552e-07	3.203368e-08	-1.096838e-09	-4.367842e-09	4.833956e-10	-2.406085e-09	3.668522e-08	4.557808e-09	1.758461e-08	-7.795224e-10
3.779542736233793e-06	1.064794e-07	1.054531e-08	7.522267e-09	2.304651e-09	1.979339e-08	-1.134135e-08	5.353215e-08	1.390440e-09	1.259753e-08	2.766856e-10
3.789308361233793e-06	1.093798e-07	1.389682e-09	9.819456e-09	3.883278e-09	5.341394e-08	6.579699e-10	1.361960e-08	2.580436e-08	1.973249e-09	1.043481e-08
3.799073986233793e-06	1.132858e-07	3.116539e-09	6.318396e-09	-1.719158e-09	1.994207e-08	4.641827e-09	-6.980415e-09	1.360224e-07	-1.386788e-08	2.084865e-08
3.808839611233793e-06	1.146675e-07	3.018453e-08	5.766128e-08	8.678068e-10	2.908477e-09	1.406618e-09	-6.211295e-09	1.770657e-07	-1.270164e-08	3.636740e-09
3.818605236233792e-06	1.071299e-07	5.988379e-08	1.355137e-07	2.689355e-10	-2.401471e-09	1.076731e-09	2.410568e-09	1.162116e-07	5.636811e-09	1.207471e-08
3.819825939358793e-06	1.073369e-07	6.061054e-08	1.359195e-07	6.063477e-10	-2.180030e-09	7.422649e-10	1.991387e-09	1.150764e-07	4.673907e-09	9.675100e-09
3.822267345608792e-06	1.096725e-07	6.066033e-08	1.285285e-07	2.205652e-09	-6.932324e-10	-1.646480e-10	-1.442443e-10	1.200514e-07	-1.022764e-10	7.610659e-10
3.827150158108792e-06	1.106128e-07	6.292260e-08	1.265624e-07	3.152648e-09	-4.257941e-10	-1.749741e-10	-6.576586e-10	1.140296e-07	-1.164412e-09	-2.366020e-10
3.836915783108792e-06	1.113105e-07	7.181193e-08	1.229368e-07	8.598624e-09	-1.119136e-09	-4.026129e-10	-1.174687e-09	8.928629e-08	-1.927320e-09	-1.398444e-12
3.846681408108791e-06	1.121098e-07	8.744516e-08	8.955252e-08	3.027551e-08	-5.952615e-09	-1.896588e-09	-1.157177e-09	4.859863e-08	-1.801480e-09	1.434311e-09
3.856447033108791e-06	1.115864e-07	1.068803e-07	5.675008e-09	5.785563e-08	-1.278619e-08	-9.417194e-10	2.473093e-09	1.156938e-08	-2.829401e-10	5.770223e-09
3.857667736233791e-06	1.111700e-07	1.081514e-07	-1.248609e-09	5.612778e-08	-1.260072e-08	5.088197e-10	3.280924e-09	9.591876e-09	-1.437158e-10	6.627499e-09
3.860109142483791e-06	1.102929e-07	1.081658e-07	-4.607638e-10	4.355932e-08	-1.024459e-08	1.291836e-08	4.485343e-09	5.438269e-09	-2.533415e-11	3.194631e-09
3.864991954983791e-06	1.088729e-07	1.023944e-07	1.354940e-09	1.841939e-08	-4.105399e-09	5.936447e-08	3.585718e-09	-6.494211e-09	2.816599e-10	-2.176830e-08
3.874757579983791e-06	1.042059e-07	7.092163e-08	-2.604513e-09	-7.451805e-09	5.933627e-09	3.231996e-08	7.930381e-10	3.593725e-09	7.689866e-09	-1.064661e-08
3.881382325015900e-06	1.028530e-07	4.264004e-08	-3.044881e-09	-7.273105e-09	6.776761e-10	7.717216e-10	2.514948e-08	3.701069e-09	1.751599e-08	-3.505440e-10
3.888781079716752e-06	1.054132e-07	1.633119e-08	3.706433e-09	-5.404765e-10	1.243020e-08	-1.303493e-08	6.228487e-08	3.032784e-09	1.551299e-08	4.854782e-12
3.898546704716752e-06	1.086516e-07	2.173840e-09	1.258423e-08	5.223579e-09	6.283005e-08	-1.502482e-09	2.404836e-08	-1.036832e-09	4.903989e-09	2.357846e-09
3.907659123052631e-06	1.120850e-07	-2.575879e-10	-4.192178e-09	-2.484721e-09	4.010827e-08	3.326300e-09	-5.955317e-09	5.795840e-08	-9.908541e-09	2.006373e-08
3.916244509294681e-06	1.194573e-07	1.978144e-08	6.628417e-09	8.319977e-10	8.284405e-09	1.634548e-09	-1.222125e-08	1.519889e-07	-3.026136e-08	1.779137e-09
3.917420329096117e-06	1.195107e-07	2.770921e-08	1.098540e-08	1.961539e-09	8.012027e-09	1.577440e-09	-1.046643e-08	1.479338e-07	-2.778477e-08	-1.045238e-09
3.919771968698990e-06	1.178328e-07	4.279077e-08	2.082254e-08	3.508059e-09	6.042494e-09	1.985336e-09	-7.580847e-09	1.247709e-07	-1.850900e-08	1.930490e-09
3.924475247904735e-06	1.160530e-07	6.741492e-08	3.463227e-08	1.742264e-08	1.042028e-09	6.504592e-10	-4.239756e-09	8.382727e-08	-9.273949e-09	3.188636e-09
3.933881806316225e-06	1.124465e-07	9.769085e-08	1.868484e-08	4.270086e-08	-8.812757e-09	6.740363e-09	1.180063e-09	2.168163e-08	-1.150098e-09	9.416909e-10
3.943647431316225e-06	1.081854e-07	9.661944e-08	2.078881e-09	1.703085e-08	-4.129877e-09	5.601488e-08	2.289399e-09	-3.379928e-09	8.050061e-10	-2.240695e-08
3.953413056316225e-06	1.043096e-07	6.552866e-08	-2.364107e-09	-5.932258e-09	4.841881e-09	3.590449e-08	4.127021e-09	3.761680e-09	8.689180e-09	-1.320607e-08
3.962097378043657e-06	1.041192e-07	3.079305e-08	-1.025322e-09	-4.327105e-09	-1.331574e-09	-6.566670e-09	4.545537e-08	3.118488e-09	1.683994e-08	-3.230020e-10
3.971143667318635e-06	1.071909e-07	7.446482e-09	9.393679e-09	3.463316e-09	2.250580e-08	-1.379500e-08	4.942897e-08	5.363801e-10	1.015628e-08	3.964640e-09
3.980909292318635e-06	1.109858e-07	1.655650e-09	7.005590e-09	1.802692e-09	3.526507e-08	3.039454e-09	4.868054e-09	6.169375e-08	-5.048258e-09	1.454659e-08
3.990674917318634e-06	1.139479e-07	1.382522e-08	1.974067e-08	-9.220577e-10	1.039626e-08	3.609077e-09	-6.932092e-09	1.644675e-07	-1.396799e-08	1.534208e-08
4.000440542318634e-06	1.116655e-07	4.807860e-08	1.080601e-07	7.318899e-10	8.315816e-10	-9.294263e-10	-7.679978e-10	1.581292e-07	-1.903275e-09	1.827530e-10
4.001661245443634e-06	1.110295e-07	5.037885e-08	1.158527e-07	7.019471e-10	-1.391742e-12	-9.680849e-10	-2.991389e-10	1.532466e-07	-8.896150e-10	-8.721433e-11
4.004102651693634e-06	1.105454e-07	5.142084e-08	1.157771e-07	1.009711e-09	-3.815756e-10	-1.412536e-10	-5.611871e-10	1.497828e-07	-1.181019e-09	-5.788843e-11
4.008985464193634e-06	1.105375e-07	5.371916e-08	1.178387e-07	1.339178e-09	-2.432052e-10	-8.609642e-11	-6.383499e-10	1.421945e-07	-1.291288e-09	-3.284195e-12
4.018751089193634e-06	1.105943e-07	5.865892e-08	1.226253e-07	2.190173e-09	-2.534488e-10	-8.940274e-11	-6.525325e-10	1.266677e-07	-1.224857e-09	-3.107593e-13
4.028516714193633e-06	1.107568e-07	6.453142e-08	1.258521e-07	3.844436e-09	-4.216727e-10	-1.501005e-10	-7.769802e-10	1.092695e-07	-1.357861e-09	-3.200364e-12
4.038282339193633e-06	1.118280e-07	7.623072e-08	1.134771e-07	1.531609e-08	-2.427927e-09	-8.795553e-10	-1.514181e-09	7.725229e-08	-2.359539e-09	6.526685e-11
4.048047964193633e-06	1.121277e-07	9.417892e-08	6.446967e-08	3.991823e-08	-8.337481e-09	-1.808124e-09	-3.620258e-10	3.311106e-08	-1.286953e-09	2.570343e-09
4.057813589193632e-06	1.093719e-07	1.073128e-07	1.959771e-09	4.326049e-08	-1.063133e-08	5.769264e-09	4.319973e-09	7.681533e-09	7.207037e-11	8.373747e-09
4.059034292318633e-06	1.093687e-07	1.080207e-07	-3.098891e-10	3.887499e-08	-9.489224e-09	1.115869e-08	5.003562e-09	5.841665e-09	4.893145e-11	6.483442e-09
4.061475698568632e-06	1.092869e-07	1.064073e-07	1.720944e-09	2.427191e-08	-6.200626e-09	4.325404e-08	4.715999e-09	-3.587355e-09	8.499887e-11	-1.130356e-08
4.066358511068632e-06	1.065856e-07	9.225594e-08	-7.350194e-10	8.159080e-10	6.405111e-10	8.593732e-08	5.240212e-10	-1.404871e-08	1.931542e-09	-3.755693e-08
4.073492347862891e-06	1.033801e-07	6.106011e-08	-3.101576e-09	-8.114301e-09	6.040829e-09	2.937838e-08	2.970128e-09	1.829466e-09	1.123484e-08	-1.037488e-08
4.079834839156900e-06	1.034226e-07	3.341004e-08	-1.832359e-09	-5.104301e-09	-6.477191e-10	-3.221654e-09	3.514801e-08	3.978610e-09	1.858707e-08	-1.819378e-10
4.086714556426551e-06	1.060694e-07	1.206821e-08	5.938714e-09	1.296746e-09	1.513039e-08	-1.345761e-08	6.029870e-08	1.403327e-09	1.393115e-08	6.333276e-10
4.096480181426551e-06	1.092084e-07	1.611114e-09	1.122501e-08	4.481245e-09	5.198426e-08	8.988804e-10	1.764862e-08	2.098210e-08	2.693091e-09	9.451615e-09
4.106245806426551e-06	1.139877e-07	3.174334e-09	4.050366e-09	-1.947885e-09	2.059447e-08	4.466766e-09	-8.391923e-09	1.253512e-07	-1.649192e-08	2.107872e-08
4.116011431426550e-06	1.170981e-07	4.211962e-08	3.813463e-08	1.577172e-08	-2.090840e-10	2.224833e-10	-8.255124e-09	1.268600e-07	-1.539911e-08	3.414093e-09
4.125479675532141e-06	1.135103e-07	9.150129e-08	4.831203e-08	4.349455e-08	-8.213596e-09	-9.791733e-10	-6.602204e-10	3.985334e-08	-2.364907e-09	3.609931e-09
4.135245300532141e-06	1.100233e-07	1.044779e-07	1.494603e-08	3.273680e-08	-7.726729e-09	3.917076e-08	3.024259e-09	1.109792e-09	-1.449802e-11	-1.092865e-08
4.145010925532141e-06	1.059999e-07	8.453192e-08	-9.008278e-10	9.578646e-11	2.197901e-09	6.048311e-08	1.353879e-09	-3.174684e-09	3.372191e-09	-2.390301e-08
4.154776550532140e-06	1.034553e-07	4.475698e-08	-2.917158e-09	-6.634780e-09	3.085402e-09	8.378922e-09	2.940520e-08	3.501428e-09	1.506288e-08	-3.715669e-09
4.164542175532140e-06	1.063148e-07	1.255969e-08	6.432930e-09	1.347402e-09	1.911073e-08	-1.277173e-08	5.765076e-08	1.384127e-09	1.281336e-08	1.121988e-10
4.174307800532139e-06	1.091663e-07	1.673544e-09	1.114444e-08	4.467367e-09	5.308997e-08	-2.684403e-09	1.792822e-08	2.005369e-08	2.913676e-09	1.001450e-08
4.184073425532139e-06	1.145237e-07	3.735298e-09	3.025164e-09	-1.844248e-09	2.010418e-08	4.318845e-09	-9.444585e-09	1.247945e-07	-1.832059e-08	2.116732e-08
4.193839050532139e-06	1.174380e-07	4.710329e-08	2.593141e-08	2.329773e-08	-2.865051e-09	-7.376889e-10	-8.464136e-09	1.079548e-07	-1.453769e-08	2.745441e-09
4.203604675532138e-06	1.124852e-07	9.541646e-08	2.219770e-08	4.288792e-08	-9.024085e-09	3.437605e-09	7.932475e-10	2.374733e-08	-1.293067e-09	-5.598475e-10
4.213370300532138e-06	1.093930e-07	1.016395e-07	3.529856e-09	2.079131e-08	-4.185545e-09	3.985625e-08	2.713039e-09	3.191395e-10	1.438255e-10	-1.346932e-08
4.223135925532137e-06	1.060305e-07	8.035179e-08	-1.354400e-09	-2.772098e-09	3.434194e-09	4.591939e-08	1.229530e-09	2.186216e-09	4.001691e-09	-1.782167e-08
4.232901550532137e-06	1.035355e-07	4.146520e-08	-2.574398e-09	-6.023440e-09	2.107143e-09	3.575858e-09	3.313930e-08	3.846460e-09	1.570297e-08	-2.177628e-09
4.242667175532137e-06	1.066027e-07	1.094872e-08	7.268122e-09	2.008615e-09	2.241530e-08	-1.206948e-08	5.468514e-08	1.244818e-09	1.191113e-08	5.423311e-11
4.252432800532136e-06	1.092995e-07	1.388945e-09	1.022138e-08	4.114171e-09	5.566978e-08	-1.098214e-09	1.515273e-08	2.039964e-08	2.416072e-09	9.814125e-09
4.262198425532136e-06	1.135779e-07	2.724829e-09	4.725126e-09	-1.903526e-09	2.117722e-08	4.594667e-09	-7.662742e-09	1.269766e-07	-1.511545e-08	2.120349e-08
4.271964050532135e-06	1.191884e-07	4.511406e-08	7.324593e-08	4.718925e-09	6.903744e-09	-2.624201e-09	-9.985023e-09	1.730026e-07	-2.224439e-08	-1.578314e-08
4.273184753657136e-06	1.176898e-07	5.267641e-08	8.850598e-08	4.911395e-09	5.624246e-09	-2.030166e-09	-7.309126e-09	1.562057e-07	-1.622782e-08	-1.345463e-08
4.275626159907136e-06	1.132228e-07	5.882120e-08	1.075221e-07	3.201397e-09	1.398880e-09	3.907883e-10	-2.422749e-09	1.268902e-07	-5.010062e-09	-1.062759e-09
4.280508972407136e-06	1.112245e-07	6.500113e-08	1.212193e-07	4.255268e-09	-3.172669e-11	3.500822e-11	-1.104336e-09	1.077853e-07	-2.020506e-09	4.125440e-10
4.290274597407135e-06	1.120115e-07	7.920798e-08	1.068449e-07	1.978161e-08	-3.415224e-09	-1.219185e-09	-1.555662e-09	6.916085e-08	-2.358735e-09	2.868189e-10
4.300040222407135e-06	1.119702e-07	9.718496e-08	5.070858e-08	4.333183e-08	-9.320144e-09	-5.008153e-10	2.918900e-10	2.608163e-08	-9.798706e-10	2.477460e-09
